userID,firstName,lastName,industry,school,profileImageScr,closeFriends,farFriends,closenessScores
51,Emma,Moore,Media/Entertainment,Tufts,profileImages/9.jpg,"[4, 22, 47, 58, 88]","[8, 13, 28, 34, 43, 50, 98, 59, 52, 76]","{'0': 0.004699248120300752, '1': 0.015371306893798245, '2': 0.009570494864612512, '3': 0.03583099906629319, '4': 0.15164940749439523, '5': 0.006535947712418301, '6': 0.14705882352941177, '7': 0.011728983091212196, '8': 0.29411764705882354, '9': 0.014297385620915034, '10': 0.016842634489693316, '11': 0.004590583964983452, '12': 0.0, '13': 0.3369783810960282, '14': 0.1549093321539142, '15': 0.0, '16': 0.0, '17': 0.20698769703960015, '18': 0.04575163398692811, '19': 0.1669891640866873, '20': 0.006535947712418301, '21': 0.00980392156862745, '22': 0.33309990662931843, '23': 0.1549093321539142, '24': 0.1895424836601307, '25': 0.1549093321539142, '26': 0.0031512605042016808, '27': 0.018764972052169288, '28': 0.44421906693711966, '29': 0.008083935328517372, '30': 0.0, '31': 0.04780238681167474, '32': 0.007850508624502433, '33': 0.004590583964983452, '34': 0.4474789915966387, '35': 0.007850508624502433, '36': 0.011351909184726523, '37': 0.0030425963488843813, '38': 0.009570494864612512, '39': 0.014994232987312572, '40': 0.15010141987829614, '41': 0.18652589240824535, '42': 0.01738562091503268, '43': 0.44587571870853604, '44': 0.0, '45': 0.0130718954248366, '46': 0.0130718954248366, '47': 0.29881689517912424, '48': 0.042860734037204626, '49': 0.010588235294117647, '50': 0.2971602434077079, '51': 1.0, '52': 0.33309990662931843, '53': 0.14705882352941177, '54': 0.004590583964983452, '55': 0.020915032679738564, '56': 0.007850508624502433, '57': 0.0063025210084033615, '58': 0.18782249742002063, '59': 0.4490269792127377, '60': 0.0130718954248366, '61': 0.006535947712418301, '62': 0.0063025210084033615, '63': 0.1517580716497125, '64': 0.0, '65': 0.16050779286073402, '66': 0.038982259570494865, '67': 0.03946706887883359, '68': 0.008083935328517372, '69': 0.013448969331322273, '70': 0.16013071895424835, '71': 0.226890756302521, '72': 0.004699248120300752, '73': 0.004590583964983452, '74': 0.04053024718659393, '75': 0.011728983091212196, '76': 0.29411764705882354, '77': 0.14705882352941177, '78': 0.014994232987312572, '79': 0.004590583964983452, '80': 0.0, '81': 0.16063348416289594, '82': 0.018764972052169288, '83': 0.15878780662062394, '84': 0.011351909184726523, '85': 0.004815961472308222, '86': 0.007850508624502433, '87': 0.14705882352941177, '88': 0.16013071895424838, '89': 0.004699248120300752, '90': 0.23194014447884415, '91': 0.00980392156862745, '92': 0.007850508624502433, '93': 0.044031647746818024, '94': 0.011351909184726523, '95': 0.011351909184726523, '96': 0.027249134948096887, '97': 0.14705882352941177, '98': 0.2971602434077079, '99': 0.19658119658119658}"
52,Ava,Sanchez,Computer Science,Wellesley,profileImages/14.jpg,"[17, 22, 48, 75, 70]","[4, 18, 21, 39, 46, 51, 92, 55, 96, 68]","{'0': 0.013448969331322273, '1': 0.0031512605042016808, '2': 0.044031647746818024, '3': 0.04076367389060887, '4': 0.3419200338704983, '5': 0.011728983091212196, '6': 0.0031512605042016808, '7': 0.006535947712418301, '8': 0.018764972052169288, '9': 0.007058823529411765, '10': 0.1516494074943952, '11': 0.011351909184726523, '12': 0.009570494864612512, '13': 0.00980392156862745, '14': 0.038982259570494865, '15': 0.0030425963488843813, '16': 0.1503267973856209, '17': 0.14705882352941177, '18': 0.4869281045751634, '19': 0.04612870789341378, '20': 0.004699248120300752, '21': 0.48194014447884415, '22': 0.1568627450980392, '23': 0.007850508624502433, '24': 0.0030425963488843813, '25': 0.038982259570494865, '26': 0.0031512605042016808, '27': 0.0063025210084033615, '28': 0.025, '29': 0.00980392156862745, '30': 0.0130718954248366, '31': 0.15010141987829614, '32': 0.007850508624502433, '33': 0.007850508624502433, '34': 0.015122648249583237, '35': 0.1549093321539142, '36': 0.1516494074943952, '37': 0.0, '38': 0.004590583964983452, '39': 0.31096028154851685, '40': 0.007850508624502433, '41': 0.08411764705882353, '42': 0.0031512605042016808, '43': 0.01738562091503268, '44': 0.004590583964983452, '45': 0.14705882352941177, '46': 0.30718954248366015, '47': 0.0444087216533037, '48': 0.16444444444444445, '49': 0.0032679738562091504, '50': 0.007850508624502433, '51': 0.33309990662931843, '52': 1.0, '53': 0.006535947712418301, '54': 0.0063025210084033615, '55': 0.3004201680672269, '56': 0.0, '57': 0.15662931839402428, '58': 0.0444087216533037, '59': 0.011351909184726523, '60': 0.15662931839402428, '61': 0.008083935328517372, '62': 0.15010141987829614, '63': 0.015371306893798245, '64': 0.0063025210084033615, '65': 0.03583099906629319, '66': 0.0063025210084033615, '67': 0.0, '68': 0.3075666163901458, '69': 0.0392156862745098, '70': 0.15010141987829614, '71': 0.011351909184726523, '72': 0.04076367389060887, '73': 0.04952237305178482, '74': 0.16582379558158106, '75': 0.3022015823873409, '76': 0.15187478500171997, '77': 0.0030425963488843813, '78': 0.15010141987829614, '79': 0.011351909184726523, '80': 0.0, '81': 0.0130718954248366, '82': 0.04053024718659393, '83': 0.0031512605042016808, '84': 0.007850508624502433, '85': 0.1503267973856209, '86': 0.0130718954248366, '87': 0.009570494864612512, '88': 0.011351909184726523, '89': 0.00980392156862745, '90': 0.0, '91': 0.0130718954248366, '92': 0.3092402953084068, '93': 0.0063025210084033615, '94': 0.004590583964983452, '95': 0.016842634489693316, '96': 0.33814929480564154, '97': 0.0392156862745098, '98': 0.0130718954248366, '99': 0.0030425963488843813}"
53,Sophia,Rodriguez,Computer Science,Tufts,profileImages/28.jpg,"[15, 26, 41, 71, 78]","[2, 10, 27, 38, 41, 91, 75, 70, 79, 97]","{'0': 0.010055304172951232, '1': 0.008335317932841153, '2': 0.33333333333333337, '3': 0.016253869969040248, '4': 0.04612870789341378, '5': 0.04326797385620915, '6': 0.16695501730103807, '7': 0.004815961472308222, '8': 0.004699248120300752, '9': 0.0, '10': 0.29411764705882354, '11': 0.004699248120300752, '12': 0.0156656346749226, '13': 0.004815961472308222, '14': 0.19540419676642587, '15': 0.1568627450980392, '16': 0.014297385620915034, '17': 0.18991955756661638, '18': 0.0, '19': 0.157114127702363, '20': 0.013856209150326797, '21': 0.017973856209150325, '22': 0.19146754518271544, '23': 0.15021008403361344, '24': 0.15021008403361344, '25': 0.1517580716497125, '26': 0.14705882352941177, '27': 0.303921568627451, '28': 0.16050779286073402, '29': 0.03594771241830066, '30': 0.013448969331322273, '31': 0.008083935328517372, '32': 0.004699248120300752, '33': 0.03583099906629319, '34': 0.17526703776139613, '35': 0.0, '36': 0.0, '37': 0.011728983091212196, '38': 0.3299486461251167, '39': 0.004699248120300752, '40': 0.16243013042321, '41': 0.6025326797385621, '42': 0.0, '43': 0.15187478500171997, '44': 0.008083935328517372, '45': 0.008083935328517372, '46': 0.010180995475113124, '47': 0.15187478500171997, '48': 0.004815961472308222, '49': 0.0, '50': 0.013448969331322273, '51': 0.14705882352941177, '52': 0.006535947712418301, '53': 1.0, '54': 0.010180995475113124, '55': 0.004699248120300752, '56': 0.03583099906629319, '57': 0.008083935328517372, '58': 0.004815961472308222, '59': 0.15514275885792914, '60': 0.008083935328517372, '61': 0.09150326797385622, '62': 0.00980392156862745, '63': 0.1830065359477124, '64': 0.008083935328517372, '65': 0.15539414146225292, '66': 0.04612870789341378, '67': 0.04128654970760234, '68': 0.012136222910216718, '69': 0.017973856209150325, '70': 0.45684210526315794, '71': 0.3022015823873409, '72': 0.05512929809605002, '73': 0.0031512605042016808, '74': 0.004699248120300752, '75': 0.29411764705882354, '76': 0.0, '77': 0.15359477124183007, '78': 0.15514275885792914, '79': 0.33333333333333337, '80': 0.016253869969040248, '81': 0.15514275885792914, '82': 0.0031512605042016808, '83': 0.15539414146225292, '84': 0.0031512605042016808, '85': 0.008606811145510837, '86': 0.013448969331322273, '87': 0.15723981900452488, '88': 0.03583099906629319, '89': 0.010055304172951232, '90': 0.19540419676642587, '91': 0.3058466301500357, '92': 0.0, '93': 0.0031512605042016808, '94': 0.04612870789341378, '95': 0.004699248120300752, '96': 0.0031512605042016808, '97': 0.4444444444444444, '98': 0.00980392156862745, '99': 0.14705882352941177}"
54,Isabella,Anderson,Finance,Boston University,profileImages/29.jpg,"[18, 39, 82, 83, 93]","[3, 15, 26, 34, 45, 99, 90, 71, 66, 69]","{'0': 0.0, '1': 0.19318753142282552, '2': 0.004590583964983452, '3': 0.303921568627451, '4': 0.038982259570494865, '5': 0.006535947712418301, '6': 0.01738562091503268, '7': 0.0031512605042016808, '8': 0.022837370242214536, '9': 0.0, '10': 0.011351909184726523, '11': 0.035722334910975886, '12': 0.0130718954248366, '13': 0.15359477124183007, '14': 0.011351909184726523, '15': 0.4490269792127377, '16': 0.04101505649493266, '17': 0.06209150326797386, '18': 0.1568627450980392, '19': 0.0, '20': 0.0444087216533037, '21': 0.0, '22': 0.05144471061426079, '23': 0.011351909184726523, '24': 0.007850508624502433, '25': 0.0030425963488843813, '26': 0.3075666163901458, '27': 0.038982259570494865, '28': 0.0030425963488843813, '29': 0.0483453732370141, '30': 0.0, '31': 0.007850508624502433, '32': 0.0, '33': 0.04053024718659393, '34': 0.2971602434077079, '35': 0.038982259570494865, '36': 0.0130718954248366, '37': 0.016842634489693316, '38': 0.0030425963488843813, '39': 0.2971602434077079, '40': 0.004590583964983452, '41': 0.010055304172951232, '42': 0.03583099906629319, '43': 0.013448969331322273, '44': 0.0030425963488843813, '45': 0.298708231023807, '46': 0.0, '47': 0.010180995475113124, '48': 0.15021008403361344, '49': 0.0032679738562091504, '50': 0.14705882352941177, '51': 0.004590583964983452, '52': 0.0063025210084033615, '53': 0.010180995475113124, '54': 1.0, '55': 0.035722334910975886, '56': 0.1568627450980392, '57': 0.007850508624502433, '58': 0.0156656346749226, '59': 0.0063025210084033615, '60': 0.035722334910975886, '61': 0.15514275885792914, '62': 0.007850508624502433, '63': 0.011728983091212196, '64': 0.0030425963488843813, '65': 0.008083935328517372, '66': 0.44421906693711966, '67': 0.15919504643962848, '68': 0.0444087216533037, '69': 0.3348813209494324, '70': 0.007850508624502433, '71': 0.30718954248366015, '72': 0.00980392156862745, '73': 0.020915032679738564, '74': 0.0, '75': 0.0031512605042016808, '76': 0.046535947712418306, '77': 0.025, '78': 0.007850508624502433, '79': 0.014994232987312572, '80': 0.015371306893798245, '81': 0.020915032679738564, '82': 0.15010141987829614, '83': 0.15514275885792914, '84': 0.1875890707160057, '85': 0.004815961472308222, '86': 0.14705882352941177, '87': 0.0030425963488843813, '88': 0.016842634489693316, '89': 0.18782249742002063, '90': 0.30546955624355004, '91': 0.022837370242214536, '92': 0.1549093321539142, '93': 0.16205305651672433, '94': 0.0, '95': 0.015122648249583237, '96': 0.0030425963488843813, '97': 0.00980392156862745, '98': 0.15010141987829614, '99': 0.33309990662931843}"
55,Charlotte,Williams,Consulting,Havard,profileImages/15.jpg,"[7, 39, 43, 64, 92]","[0, 19, 28, 38, 47, 52, 95, 58, 57, 89]","{'0': 0.4477124183006536, '1': 0.0483453732370141, '2': 0.004590583964983452, '3': 0.16272445820433437, '4': 0.16205305651672433, '5': 0.04076367389060887, '6': 0.00980392156862745, '7': 0.3348813209494324, '8': 0.15010141987829614, '9': 0.18834537323701409, '10': 0.011351909184726523, '11': 0.1516494074943952, '12': 0.19109047127622977, '13': 0.008083935328517372, '14': 0.0, '15': 0.004590583964983452, '16': 0.004815961472308222, '17': 0.011351909184726523, '18': 0.0130718954248366, '19': 0.3075666163901458, '20': 0.010180995475113124, '21': 0.021470588235294116, '22': 0.011351909184726523, '23': 0.08333333333333334, '24': 0.0, '25': 0.04952237305178482, '26': 0.0, '27': 0.0030425963488843813, '28': 0.3036881419234361, '29': 0.05261007911936705, '30': 0.15336134453781514, '31': 0.0130718954248366, '32': 0.0, '33': 0.1948612103410865, '34': 0.0063025210084033615, '35': 0.007850508624502433, '36': 0.007850508624502433, '37': 0.16013071895424835, '38': 0.3036881419234361, '39': 0.1584107327141383, '40': 0.035722334910975886, '41': 0.010055304172951232, '42': 0.0444087216533037, '43': 0.19712418300653595, '44': 0.15841073271413827, '45': 0.0030425963488843813, '46': 0.1516494074943952, '47': 0.3022015823873409, '48': 0.010180995475113124, '49': 0.0032679738562091504, '50': 0.0130718954248366, '51': 0.020915032679738564, '52': 0.3004201680672269, '53': 0.004699248120300752, '54': 0.035722334910975886, '55': 1.0, '56': 0.007850508624502433, '57': 0.30546955624355004, '58': 0.4411764705882353, '59': 0.042483660130718956, '60': 0.011351909184726523, '61': 0.004699248120300752, '62': 0.007850508624502433, '63': 0.0031512605042016808, '64': 0.3036881419234361, '65': 0.004699248120300752, '66': 0.007850508624502433, '67': 0.013856209150326797, '68': 0.1517580716497125, '69': 0.1517580716497125, '70': 0.0130718954248366, '71': 0.0030425963488843813, '72': 0.14705882352941177, '73': 0.1549093321539142, '74': 0.0030425963488843813, '75': 0.011728983091212196, '76': 0.0, '77': 0.011351909184726523, '78': 0.0, '79': 0.1516494074943952, '80': 0.15514275885792914, '81': 0.004590583964983452, '82': 0.004590583964983452, '83': 0.004699248120300752, '84': 0.0, '85': 0.0, '86': 0.030122193805058258, '87': 0.009570494864612512, '88': 0.0, '89': 0.3006535947712418, '90': 0.042483660130718956, '91': 0.04952237305178482, '92': 0.1549093321539142, '93': 0.011351909184726523, '94': 0.15841073271413827, '95': 0.2971602434077079, '96': 0.29402427637721756, '97': 0.0, '98': 0.007850508624502433, '99': 0.0030425963488843813}"
56,Amelia,Davis,Consulting,Boston University,profileImages/17.jpg,"[15, 23, 45, 69, 98]","[7, 12, 28, 35, 49, 94, 87, 63, 74, 61]","{'0': 0.004699248120300752, '1': 0.15514275885792914, '2': 0.009570494864612512, '3': 0.0, '4': 0.007850508624502433, '5': 0.0031512605042016808, '6': 0.08919504643962849, '7': 0.2972689075630252, '8': 0.0063025210084033615, '9': 0.02269820971867008, '10': 0.00980392156862745, '11': 0.009570494864612512, '12': 0.29411764705882354, '13': 0.18782249742002063, '14': 0.04625439919557567, '15': 0.29411764705882354, '16': 0.012136222910216718, '17': 0.007850508624502433, '18': 0.04780238681167474, '19': 0.00980392156862745, '20': 0.04612870789341378, '21': 0.00980392156862745, '22': 0.004590583964983452, '23': 0.1549093321539142, '24': 0.04575163398692811, '25': 0.007850508624502433, '26': 0.008083935328517372, '27': 0.011351909184726523, '28': 0.3419200338704983, '29': 0.042860734037204626, '30': 0.0030425963488843813, '31': 0.011351909184726523, '32': 0.018764972052169288, '33': 0.016842634489693316, '34': 0.0063025210084033615, '35': 0.298708231023807, '36': 0.016842634489693316, '37': 0.038982259570494865, '38': 0.014994232987312572, '39': 0.1516494074943952, '40': 0.007850508624502433, '41': 0.008335317932841153, '42': 0.008083935328517372, '43': 0.006535947712418301, '44': 0.007850508624502433, '45': 0.1549093321539142, '46': 0.007850508624502433, '47': 0.004699248120300752, '48': 0.14705882352941177, '49': 0.3009049773755656, '50': 0.15010141987829614, '51': 0.007850508624502433, '52': 0.0, '53': 0.03583099906629319, '54': 0.1568627450980392, '55': 0.007850508624502433, '56': 1.0, '57': 0.0030425963488843813, '58': 0.0, '59': 0.035722334910975886, '60': 0.0063025210084033615, '61': 0.48194014447884415, '62': 0.0, '63': 0.30823529411764705, '64': 0.038982259570494865, '65': 0.008083935328517372, '66': 0.18278115844038764, '67': 0.157114127702363, '68': 0.004699248120300752, '69': 0.14705882352941177, '70': 0.04053024718659393, '71': 0.0063025210084033615, '72': 0.006535947712418301, '73': 0.0063025210084033615, '74': 0.30196815568332597, '75': 0.0031512605042016808, '76': 0.012136222910216718, '77': 0.0063025210084033615, '78': 0.020915032679738564, '79': 0.011351909184726523, '80': 0.00980392156862745, '81': 0.044031647746818024, '82': 0.0030425963488843813, '83': 0.004699248120300752, '84': 0.14705882352941177, '85': 0.010055304172951232, '86': 0.16013071895424835, '87': 0.33464789424541747, '88': 0.007850508624502433, '89': 0.18288982259570494, '90': 0.0030425963488843813, '91': 0.0063025210084033615, '92': 0.20473856209150326, '93': 0.018764972052169288, '94': 0.30546955624355004, '95': 0.007850508624502433, '96': 0.025, '97': 0.0031512605042016808, '98': 0.30718954248366015, '99': 0.009570494864612512}"
57,Mia,King,Healthcare,Wellesley,profileImages/16.jpg,"[3, 20, 50, 86, 95]","[4, 15, 25, 38, 42, 55, 73, 64, 77, 62]","{'0': 0.008083935328517372, '1': 0.008083935328517372, '2': 0.035722334910975886, '3': 0.19318753142282555, '4': 0.29411764705882354, '5': 0.04612870789341378, '6': 0.01738562091503268, '7': 0.01411764705882353, '8': 0.007850508624502433, '9': 0.007058823529411765, '10': 0.15010141987829614, '11': 0.0063025210084033615, '12': 0.007850508624502433, '13': 0.004699248120300752, '14': 0.0130718954248366, '15': 0.298708231023807, '16': 0.157114127702363, '17': 0.044031647746818024, '18': 0.15010141987829614, '19': 0.051987697039600156, '20': 0.14705882352941177, '21': 0.15359477124183007, '22': 0.0030425963488843813, '23': 0.007850508624502433, '24': 0.004590583964983452, '25': 0.29411764705882354, '26': 0.008083935328517372, '27': 0.038982259570494865, '28': 0.009570494864612512, '29': 0.054330065359477125, '30': 0.007850508624502433, '31': 0.14705882352941177, '32': 0.014994232987312572, '33': 0.0030425963488843813, '34': 0.035722334910975886, '35': 0.14705882352941177, '36': 0.14705882352941177, '37': 0.05551710880430605, '38': 0.3092402953084068, '39': 0.011351909184726523, '40': 0.014994232987312572, '41': 0.0, '42': 0.2988168951791243, '43': 0.006535947712418301, '44': 0.00980392156862745, '45': 0.18278115844038764, '46': 0.007850508624502433, '47': 0.013448969331322273, '48': 0.0156656346749226, '49': 0.0, '50': 0.1549093321539142, '51': 0.0063025210084033615, '52': 0.15662931839402428, '53': 0.008083935328517372, '54': 0.007850508624502433, '55': 0.30546955624355004, '56': 0.0030425963488843813, '57': 1.0, '58': 0.0444087216533037, '59': 0.035722334910975886, '60': 0.16582379558158106, '61': 0.01930795847750865, '62': 0.4801587301587302, '63': 0.0031512605042016808, '64': 0.30718954248366015, '65': 0.008083935328517372, '66': 0.00980392156862745, '67': 0.03946706887883359, '68': 0.004699248120300752, '69': 0.004699248120300752, '70': 0.007850508624502433, '71': 0.013574660633484165, '72': 0.01738562091503268, '73': 0.298708231023807, '74': 0.18604108309990663, '75': 0.16636678200692043, '76': 0.16091503267973856, '77': 0.30546955624355004, '78': 0.15010141987829614, '79': 0.0130718954248366, '80': 0.0156656346749226, '81': 0.007850508624502433, '82': 0.004590583964983452, '83': 0.03583099906629319, '84': 0.007850508624502433, '85': 0.15187478500171997, '86': 0.1875890707160057, '87': 0.0063025210084033615, '88': 0.007850508624502433, '89': 0.008083935328517372, '90': 0.0130718954248366, '91': 0.0130718954248366, '92': 0.00980392156862745, '93': 0.007850508624502433, '94': 0.044031647746818024, '95': 0.23194014447884417, '96': 0.0, '97': 0.0031512605042016808, '98': 0.0030425963488843813, '99': 0.011351909184726523}"
58,Harper,Thompson,Media/Entertainment,Havard,profileImages/12.jpg,"[3, 22, 51, 99, 66]","[3, 13, 29, 31, 41, 55, 81, 86, 83, 67]","{'0': 0.16283737024221454, '1': 0.008335317932841153, '2': 0.0031512605042016808, '3': 0.5882352941176471, '4': 0.18782249742002063, '5': 0.0032679738562091504, '6': 0.01577854671280277, '7': 0.15539414146225292, '8': 0.15723981900452488, '9': 0.15213622291021672, '10': 0.00980392156862745, '11': 0.1568627450980392, '12': 0.15021008403361344, '13': 0.30625386996904025, '14': 0.0444087216533037, '15': 0.0392156862745098, '16': 0.0033936651583710412, '17': 0.0483453732370141, '18': 0.04612870789341378, '19': 0.008335317932841153, '20': 0.010055304172951232, '21': 0.004815961472308222, '22': 0.1938562091503268, '23': 0.0, '24': 0.0031512605042016808, '25': 0.03583099906629319, '26': 0.017973856209150325, '27': 0.05006535947712419, '28': 0.008083935328517372, '29': 0.2973856209150327, '30': 0.16050779286073402, '31': 0.3006535947712418, '32': 0.008083935328517372, '33': 0.1517580716497125, '34': 0.0031512605042016808, '35': 0.013448969331322273, '36': 0.03583099906629319, '37': 0.15514275885792914, '38': 0.00980392156862745, '39': 0.008083935328517372, '40': 0.011728983091212196, '41': 0.3338562091503268, '42': 0.010055304172951232, '43': 0.017973856209150325, '44': 0.1517580716497125, '45': 0.00980392156862745, '46': 0.14705882352941177, '47': 0.05065359477124183, '48': 0.0032679738562091504, '49': 0.0033936651583710412, '50': 0.0031512605042016808, '51': 0.18782249742002063, '52': 0.0444087216533037, '53': 0.004815961472308222, '54': 0.0156656346749226, '55': 0.4411764705882353, '56': 0.0, '57': 0.0444087216533037, '58': 1.0, '59': 0.0031512605042016808, '60': 0.004699248120300752, '61': 0.019896193771626297, '62': 0.04076367389060887, '63': 0.004815961472308222, '64': 0.15514275885792914, '65': 0.0, '66': 0.16444444444444445, '67': 0.29905929983329366, '68': 0.14705882352941177, '69': 0.15187478500171997, '70': 0.00980392156862745, '71': 0.004699248120300752, '72': 0.14705882352941177, '73': 0.18288982259570494, '74': 0.013448969331322273, '75': 0.010055304172951232, '76': 0.011029411764705883, '77': 0.011728983091212196, '78': 0.004699248120300752, '79': 0.15514275885792914, '80': 0.15187478500171997, '81': 0.3402463549522373, '82': 0.00980392156862745, '83': 0.3351327035537562, '84': 0.0031512605042016808, '85': 0.0033936651583710412, '86': 0.3022015823873409, '87': 0.0031512605042016808, '88': 0.0392156862745098, '89': 0.004815961472308222, '90': 0.00980392156862745, '91': 0.0031512605042016808, '92': 0.01930795847750865, '93': 0.011728983091212196, '94': 0.14705882352941177, '95': 0.05724562899148981, '96': 0.14705882352941177, '97': 0.0032679738562091504, '98': 0.0156656346749226, '99': 0.15359477124183007}"
59,Evelyn,Scott,Media/Entertainment,Tufts,profileImages/13.jpg,"[19, 20, 45, 65, 92]","[1, 17, 27, 36, 43, 51, 82, 60, 78, 88]","{'0': 0.00980392156862745, '1': 0.29411764705882354, '2': 0.0063025210084033615, '3': 0.010180995475113124, '4': 0.011351909184726523, '5': 0.04076367389060887, '6': 0.22712418300653595, '7': 0.01738562091503268, '8': 0.016842634489693316, '9': 0.0049416527744701125, '10': 0.011351909184726523, '11': 0.0, '12': 0.011351909184726523, '13': 0.05006535947712419, '14': 0.16013071895424835, '15': 0.004590583964983452, '16': 0.004815961472308222, '17': 0.4490269792127377, '18': 0.004590583964983452, '19': 0.33333333333333337, '20': 0.23231721838532987, '21': 0.004699248120300752, '22': 0.1549093321539142, '23': 0.19281045751633985, '24': 0.1549093321539142, '25': 0.14705882352941177, '26': 0.0031512605042016808, '27': 0.2971602434077079, '28': 0.16013071895424835, '29': 0.02165032679738562, '30': 0.0030425963488843813, '31': 0.014994232987312572, '32': 0.0, '33': 0.04625439919557567, '34': 0.16798642533936653, '35': 0.035722334910975886, '36': 0.298708231023807, '37': 0.0, '38': 0.0063025210084033615, '39': 0.011351909184726523, '40': 0.15336134453781514, '41': 0.15539414146225292, '42': 0.00980392156862745, '43': 0.44926040591675265, '44': 0.007850508624502433, '45': 0.1875890707160057, '46': 0.0063025210084033615, '47': 0.16870915032679737, '48': 0.0392156862745098, '49': 0.004815961472308222, '50': 0.025, '51': 0.4490269792127377, '52': 0.011351909184726523, '53': 0.15514275885792914, '54': 0.0063025210084033615, '55': 0.042483660130718956, '56': 0.035722334910975886, '57': 0.035722334910975886, '58': 0.0031512605042016808, '59': 1.0, '60': 0.30196815568332597, '61': 0.008083935328517372, '62': 0.0030425963488843813, '63': 0.1611764705882353, '64': 0.0130718954248366, '65': 0.3022015823873409, '66': 0.0130718954248366, '67': 0.0, '68': 0.004699248120300752, '69': 0.00980392156862745, '70': 0.1516494074943952, '71': 0.162181471778995, '72': 0.0, '73': 0.004590583964983452, '74': 0.0030425963488843813, '75': 0.03583099906629319, '76': 0.013856209150326797, '77': 0.14705882352941177, '78': 0.29411764705882354, '79': 0.0, '80': 0.006535947712418301, '81': 0.1549093321539142, '82': 0.3076923076923077, '83': 0.18782249742002063, '84': 0.027249134948096887, '85': 0.03946706887883359, '86': 0.007850508624502433, '87': 0.19658119658119658, '88': 0.30546955624355004, '89': 0.00980392156862745, '90': 0.16582379558158106, '91': 0.004590583964983452, '92': 0.14705882352941177, '93': 0.0, '94': 0.017647058823529415, '95': 0.0, '96': 0.044031647746818024, '97': 0.16444444444444445, '98': 0.014994232987312572, '99': 0.14705882352941177}"
60,Abigail,King,Engineering,Wellesley,profileImages/39.jpg,"[12, 38, 40, 84, 82]","[4, 13, 23, 36, 42, 59, 89, 68, 97, 64]","{'0': 0.0031512605042016808, '1': 0.056252402921953104, '2': 0.007850508624502433, '3': 0.0, '4': 0.29411764705882354, '5': 0.00980392156862745, '6': 0.010180995475113124, '7': 0.004699248120300752, '8': 0.05032679738562092, '9': 0.010326797385620916, '10': 0.1549093321539142, '11': 0.0, '12': 0.1895424836601307, '13': 0.2988168951791243, '14': 0.004590583964983452, '15': 0.0, '16': 0.16091503267973856, '17': 0.04053024718659393, '18': 0.16582379558158106, '19': 0.01738562091503268, '20': 0.008083935328517372, '21': 0.16243013042321, '22': 0.0, '23': 0.2971602434077079, '24': 0.00980392156862745, '25': 0.0063025210084033615, '26': 0.0031512605042016808, '27': 0.0848813209494324, '28': 0.0063025210084033615, '29': 0.00980392156862745, '30': 0.05551710880430605, '31': 0.16063348416289594, '32': 0.057679738562091507, '33': 0.04053024718659393, '34': 0.004590583964983452, '35': 0.14705882352941177, '36': 0.4490269792127377, '37': 0.007850508624502433, '38': 0.15010141987829614, '39': 0.0030425963488843813, '40': 0.1875890707160057, '41': 0.0, '42': 0.303921568627451, '43': 0.04612870789341378, '44': 0.038982259570494865, '45': 0.1549093321539142, '46': 0.011351909184726523, '47': 0.008083935328517372, '48': 0.006535947712418301, '49': 0.0, '50': 0.0063025210084033615, '51': 0.0130718954248366, '52': 0.15662931839402428, '53': 0.008083935328517372, '54': 0.035722334910975886, '55': 0.011351909184726523, '56': 0.0063025210084033615, '57': 0.16582379558158106, '58': 0.004699248120300752, '59': 0.30196815568332597, '60': 1.0, '61': 0.008083935328517372, '62': 0.15010141987829614, '63': 0.011728983091212196, '64': 0.33814929480564154, '65': 0.006535947712418301, '66': 0.0063025210084033615, '67': 0.0, '68': 0.2972689075630252, '69': 0.00980392156862745, '70': 0.0030425963488843813, '71': 0.044031647746818024, '72': 0.008083935328517372, '73': 0.020915032679738564, '74': 0.16390145801910508, '75': 0.16050779286073402, '76': 0.15187478500171997, '77': 0.04053024718659393, '78': 0.16013071895424835, '79': 0.044031647746818024, '80': 0.00980392156862745, '81': 0.044031647746818024, '82': 0.1875890707160057, '83': 0.004699248120300752, '84': 0.1875890707160057, '85': 0.15384615384615385, '86': 0.0030425963488843813, '87': 0.004590583964983452, '88': 0.016842634489693316, '89': 0.29411764705882354, '90': 0.0130718954248366, '91': 0.0130718954248366, '92': 0.00980392156862745, '93': 0.019195046439628487, '94': 0.004590583964983452, '95': 0.0, '96': 0.0063025210084033615, '97': 0.29411764705882354, '98': 0.0063025210084033615, '99': 0.0063025210084033615}"
